gambar,kota,lokasi,nama_wisata,deskripsi,rating,ulasan,harga_asli,harga_diskon,cluster,label
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5124786322640/Jeep-Pantai-Timang--7e6bcedf-d57e-4ac6-af7d-2fc461bd6901.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Malioboro Street,Jeep Pantai Timang,"Nikmati suasana pantai yang berbeda dengan menjelajahi keindahan Pantai Timang menggunakan Jeep. Rasakan adrenalin Anda meningkat saat melewati rute menantang yang dipenuhi jalanan berbatu, terjal, dan berliku. Selama perjalanan, Anda akan disuguhi pemandangan alam yang spektakuler, menjadikan pengalaman ini tak hanya seru, tetapi juga memukau. Dapatkan sensasi petualangan yang mendebarkan di Pantai Timang yang menakjubkan!",0.0,0 reviews,175000,140000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9027415499212/Paket-Wisata-Bromo-Tumpak-Sewu-3-H-2-M-Start-Kota-Jogja-c72f6ade-da80-49e7-87a4-98816ddfe896.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Banguntapan,Paket Wisata Bromo & Tumpak Sewu 3 H 2 M Start Kota Jogja,"Nikmati pengalaman seru selama 3 hari 2 malam dengan paket wisata Bromo dan Tumpak Sewu yang dimulai dari Kota Jogja. Jelajahi keindahan objek wisata Bromo dan nikmati pesona Air Terjun Tumpak Sewu yang memukau. Paket ini mencakup penjemputan di Kota Jogja, Klaten, dan Solo, serta pengantaran kembali ke Surabaya, Solo, Klaten, atau Jogja, memberikan Anda kesempatan untuk menikmati dua destinasi wisata ikonik dalam satu perjalanan yang tak terlupakan.",0.0,0 reviews,4370000,3800000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8618783098095/ZAP-Clinic-Yogya-Jl.-Magelang-ad99b537-e321-4aa3-989b-b71252e2b75e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Mlati,ZAP Clinic Yogya Jl. Magelang,"Nikmati perawatan kecantikan berkualitas di ZAP dengan berbagai pilihan perawatan menggunakan peralatan canggih dan bahan pilihan untuk hasil maksimal. Semua perawatan ditangani langsung oleh para ahli kecantikan profesional di klinik yang bersih dan nyaman. Setelah minggu yang melelahkan, datanglah ke ZAP untuk merawat diri dan temukan solusi untuk berbagai masalah kulit atau coba perawatan kecantikan efektif lainnya.",0.0,0 reviews,5750000,5000000,0,Klinik Kecantikan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6833061757280/Jogja-Adventure-Lava-Tour-Merapi-Prambanan-Parangtritis-67149203-4d6f-4ced-b688-8b3a8648d5ff.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Malioboro Street,"Jogja Adventure Lava Tour Merapi, Prambanan, Parangtritis","Ikuti petualangan seru yang menggabungkan alam, budaya, dan sejarah di Yogyakarta. Mulailah dengan naik jeep melintasi ladang lava Gunung Merapi yang menampilkan lanskap indah hasil letusan vulkanik. Lanjutkan dengan menjelajahi Candi Prambanan yang penuh dengan kisah kuno dan arsitektur yang menakjubkan. Nikmati ketenangan di Pantai Parangtritis dengan pemandangan laut yang mempesona. Akhiri perjalanan di Malioboro, tempat Anda dapat mencicipi kuliner lokal, berbelanja oleh-oleh, dan merasakan budaya Yogyakarta yang kental. Paket perjalanan ini menawarkan kombinasi petualangan, budaya, dan relaksasi dalam satu pengalaman yang tak terlupakan.",0.0,0 reviews,650000,552500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8027350795229/Paket-Wisata-Jeep-Jelajah-Sungai-Bukit-Becici-Heha-Sky-View-Tebing-Breksi-By-Aro-Wisata--b66ec392-1f8e-4ae5-9e30-fe247bc5d6c4.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Depok,"Paket Wisata Jeep Jelajah Sungai Bukit Becici, Heha Sky View, Tebing Breksi By Aro Wisata","Lupakan sejenak kepadatan kota dan nikmati keindahan alam Yogyakarta dengan paket tur yang dimulai dengan jelajah sungai menggunakan jeep, dilanjutkan dengan mengunjungi Bukit Becici yang menawarkan pemandangan spektakuler, serta menikmati suasana di Heha Sky View yang terkenal dengan spot foto menarik. Setelah puas menikmati wisata alam, tur dilengkapi dengan kesempatan untuk berbelanja oleh-oleh khas Yogyakarta. Perjalanan ini memberikan pengalaman yang menyegarkan, cocok untuk melepas penat dan menikmati keindahan alam.",0.0,0 reviews,586500,510000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5645058757079/1-Day-Tour-Candi-Borobudur-Candi-Prambanan-Candi-Plaosan--5e469fc6-dce2-451d-8adf-085dacf5d30d.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Malioboro Street,"1 Day Yogyakarta Temple Tour (Borobudur, Prambanan, Plaosan)","Jelajahi keindahan arsitektur, sejarah, dan kebudayaan Indonesia dalam satu hari melalui Tur Candi Budha dan Hindu yang mengunjungi tiga situs warisan budaya dunia UNESCO di Jawa Tengah dan Yogyakarta. Dimulai dari Candi Borobudur, candi Budha terbesar di dunia dengan 2.672 panel relief dan 504 stupa yang menakjubkan serta pemandangan matahari pagi yang indah. Dilanjutkan ke Candi Prambanan, kompleks candi Hindu terbesar di Indonesia yang memiliki arsitektur megah dan relief kisah Ramayana yang memikat. Terakhir, kunjungi Candi Plaosan, candi Budha yang unik dengan arsitektur menarik dan nuansa sejarah cinta yang menyatukan unsur Hindu dan Budha.",0.0,0 reviews,850000,600000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6434773414870/Paket-Wisata-Bromo-Ijen-dan-Tumpak-Sewu-4-H-3-M-Start-Kota-Jogja-da1dcf4e-1716-4a06-b442-a2fc0a9285d9.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Banguntapan,"Paket Wisata Bromo, Ijen dan Tumpak Sewu 4 H 3 M Start Kota Jogja","Nikmati paket wisata Bromo, Ijen, dan Air Terjun Tumpak Sewu selama 4 hari 3 malam yang akan membawa Anda menjelajahi keindahan alam spektakuler di Jawa Timur. Petualangan dimulai dengan menikmati panorama Bromo yang menawan menggunakan jeep, dilanjutkan dengan menjelajahi kawah biru nan eksotis di Ijen Crater, serta menyaksikan pesona megah Air Terjun Tumpak Sewu yang dikenal sebagai ""Niagara-nya Indonesia"". Paket ini tersedia dengan penjemputan dari kota Jogja, Klaten, atau Solo, dan pengantaran kembali ke Surabaya, Solo, Klaten, atau Jogja. Rasakan pengalaman tak terlupakan menjelajahi tiga destinasi alam terbaik dalam satu perjalanan.",0.0,0 reviews,5623500,4890000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7372027415320/1-Day-Tour-Prambanan-Temple-Jeep-Lava-Tour-Obelix-Hills-Start-Solo-02707f11-8d7c-4cef-a31f-5ec6ad00dad1.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Malioboro Street,Prambanan Temple Tour Package - Jeep Lava Tour Start Solo,"Bagi Anda para petualang sejati, paket wisata ini adalah surga! Rasakan sensasi off-road yang memacu adrenalin melalui Jeep Lava Tour di lereng Merapi, kagumi keindahan arsitektur megah Candi Prambanan, dan akhiri perjalanan dengan menikmati panorama alam yang memukau dari puncak Obelix Hills saat matahari terbenam. Petualangan ini akan membawa Anda melintasi jejak sejarah hingga pesona alam masa kini dalam satu pengalaman yang tak terlupakan.",0.0,0 reviews,1300000,1195000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7928040043982/Yogyakarta-2-Days-Tour-Package-c6a8e6aa-f98f-4f72-a7c5-a4313cbc8072.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Kasihan,2 Days Yogyakarta Tour by Krisna Mulya Trans,"Kami hadirkan paket wisata Yogyakarta 2 hari tanpa akomodasi untuk grup privat dengan minimal 2 orang dan maksimal 4 orang. Anda tak perlu repot memikirkan transportasi, tiket objek wisata, makan, dan destinasi karena semuanya sudah kami siapkan. Nikmati kunjungan ke berbagai objek wisata menarik seperti Candi Prambanan, Keraton, Taman Sari, wisata Gunung Merapi dengan jeep, Heha Sky View, Pantai Parangtritis, Puncak Pinus Mangunan, Malioboro, sentra batik, dan pabrik bakpia, serta bersantap di restoran favorit Jogja—all dengan harga terjangkau.",0.0,0 reviews,1200000,1070000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9200409969232/TELOMOYO-SUNSET-TOUR-PACKAGE-MENDUT-TEMPLE-CHICKEN-CHURCH--6070122b-320d-4482-870e-4ba01076c649.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Mlati,Telomoyo Sunset Tour Package - Mendut Temple - Chicken Church by Arowisata,"Paket wisata Mendut Temple - Gereja Ayam - Sunset Telomoyo menghadirkan pengalaman perjalanan yang menakjubkan dengan perpaduan daya tarik budaya dan alam. Dimulai dari mengeksplorasi Candi Mendut yang bersejarah dengan arsitektur kuno dan patung Buddha yang megah, dilanjutkan ke Gereja Ayam yang unik dengan bentuk menyerupai ayam dan pemandangan luar biasa dari atas, hingga ditutup dengan menikmati panorama matahari terbenam yang dramatis di puncak Gunung Telomoyo. Dari sini, Anda dapat menyaksikan matahari tenggelam di antara delapan gunung: Merapi, Merbabu, Andong, Prau, Lawu, Sindoro, Sumbing, dan Ungaran. Kombinasi warisan budaya, arsitektur unik, dan keindahan alam menjadikan paket ini pengalaman wisata yang tak terlupakan.",0.0,0 reviews,902750,785000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000696260093/-Airport-Transfer-from-Yogyakarta-International-Airport-%2528YIA%2529-to-Kraton-Yogyakarta-Region-18a07b4f-60b8-4db8-b828-802549f8355f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Kraton,Airport Transfer from Yogyakarta International Airport (YIA) to Kraton Yogyakarta Region,"Nikmati perjalanan yang aman dan nyaman dari Bandara Internasional Yogyakarta menuju area Kraton dengan layanan antar-jemput ini. Dilengkapi dengan kendaraan MPV yang luas, layanan ini dapat menampung hingga 4 orang dan 4 bagasi. Anda hanya perlu menentukan waktu dan lokasi penjemputan yang diinginkan, dan pengemudi akan siap menjemput tepat waktu. Nikmati perjalanan tanpa khawatir karena biaya bahan bakar sudah termasuk dalam layanan, sehingga Anda bisa bersantai selama perjalanan menuju tujuan Anda.",0.0,0 reviews,402500,350000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4538774714547/Alkhantra-Tour-And-travel-b6747475-7c25-4217-9d17-b7afe484cd9c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Danurejan,Alkhantra Tour And travel,"Kami adalah penyedia jasa transportasi untuk perjalanan dalam dan luar kota dengan staf yang ramah dan profesional serta armada unggulan tahun 2019–2020. Kami melayani sewa harian maupun mingguan dengan pilihan kendaraan seperti Innova, Avanza, Ertiga, Elf Short, Elf Long, dan Hiace, yang siap memberikan kenyamanan dan keamanan selama perjalanan Anda.",0.0,0 reviews,850000,800000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8799325758920/Jogja-Delman-Tour-Visits-the-Village-of-Borobudur-2d8e1e1f-96ea-4c37-8c39-027ea3c7d1e4.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Malioboro Street,Delman Tour to See the Villages of Borobudur,"Delman Tilik Ndeso Borobudur Tour menawarkan pengalaman wisata yang autentik dan memikat di sekitar Candi Borobudur dengan menggunakan delman, kereta kuda tradisional yang memberikan nuansa hangat dan nostalgia. Dalam perjalanan ini, peserta akan diajak menyusuri keindahan pedesaan Borobudur, menikmati hamparan sawah hijau yang menenangkan, serta merasakan kehidupan desa yang sederhana dan damai. Delman yang nyaman akan membawa pengunjung melewati jalan-jalan desa yang memikat, memberi kesempatan untuk berinteraksi langsung dengan warga lokal dan menyaksikan aktivitas sehari-hari mereka. Selain itu, tur ini juga menyuguhkan panorama Candi Borobudur dan sekitarnya dari sudut pandang yang unik dan mendalam, menciptakan pengalaman wisata budaya dan alam yang tak terlupakan.",0.0,0 reviews,747500,650000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2001025902934/Tour-Membatik---1-Day--fda4cb09-e456-4874-bab3-00679219f290.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Kraton,Batik Tour - Tamansari and Breksi Cliff 1 Day,"Nikmati liburan tak terlupakan bersama orang tercinta dengan mengikuti tur 1 hari di Yogyakarta yang penuh pesona. Mulailah perjalanan dengan mengenal budaya batik khas Yogyakarta dan belajar membuat karya batik Anda sendiri. Selanjutnya, kunjungi Taman Sari, bekas taman kerajaan Kesultanan Yogyakarta yang memikat dengan arsitektur dan sejarahnya. Kemudian lanjutkan ke Tebing Breksi untuk menikmati keindahan tebing yang dipahat dan menjadi spot foto yang instagramable. Tidak hanya jalan-jalan, Anda juga akan dimanjakan dengan hidangan lezat khas Yogyakarta sebagai menu makan siang dan malam, menjadikan perjalanan ini lengkap dengan pengalaman budaya, sejarah, dan kuliner.",0.0,0 reviews,655500,570000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6017644041998/Jogja-Culture-Package-1-Day-Tour--40b27379-550b-4ed9-9e6f-1bedc2255d40.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Kasihan,Jogja Culture Package 1 Day Tour,"Nikmati paket wisata 1 hari yang lengkap dan menyenangkan dengan mengunjungi destinasi favorit di Yogyakarta seperti Keraton Yogyakarta, Taman Sari, Candi Prambanan, Museum History of Java, Pantai Parangtritis, Malioboro, Sentra Batik, dan Pabrik Bakpia. Paket ini sudah mencakup kendaraan terbaru yang nyaman, makan di restoran favorit khas Jogja, tiket masuk ke obyek wisata, serta didampingi oleh tour guide berpengalaman yang siap memberikan informasi menarik selama perjalanan. Cocok untuk Anda yang ingin menjelajahi budaya, sejarah, dan keindahan Jogja dalam satu hari.",0.0,0 reviews,540000,464000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8074954150065/Paket-Wisata-Bromo-dan-Lava-Tour-Semeru-3-H-2-M-Start-Kota-Jogja-2d85ba9f-6f8e-43f6-98c7-395ce6f6d686.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Banguntapan,Paket Wisata Bromo dan Lava Tour Semeru 3 H 2 M Start Kota Jogja,"Nikmati pengalaman wisata seru dengan Paket Wisata Bromo dan Semeru Lava Tour selama 3 hari 2 malam. Dalam paket ini, Anda akan diajak menjelajahi keindahan Gunung Bromo dengan menggunakan jeep, serta menikmati pesona Gunung Semeru melalui tur jeep yang menakjubkan. Paket ini juga mencakup penjemputan dari Yogyakarta, Klaten, dan Solo, serta pengantaran hingga Surabaya, Solo, Klaten, atau Yogyakarta. Temukan keindahan alam Bromo dan Semeru dalam satu perjalanan yang penuh petualangan dan pemandangan spektakuler.",0.0,0 reviews,4525250,3935000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7720722509561/Paket-Wisata-Bromo-dan-Ijen-4-H-3-M-Start-Jogja-8ebcbacc-3962-4dca-b17f-874bfa0340ad.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Banguntapan,Paket Wisata Bromo dan Ijen 4 H 3 M Start Jogja,"Nikmati pengalaman seru dalam Paket Wisata Bromo dan Ijen selama 4 hari 3 malam, yang akan membawa Anda menjelajahi keindahan Gunung Bromo dengan jeep dan menyaksikan pesona Kawah Ijen yang memukau. Paket ini mencakup penjemputan dari Yogyakarta, Klaten, dan Solo, serta pengantaran hingga Surabaya, Solo, Klaten, atau Yogyakarta. Temukan keindahan alam kedua destinasi ini dalam satu perjalanan penuh petualangan dan keajaiban alam yang tak terlupakan.",0.0,0 reviews,5479750,4765000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3323955223842/Paket-Wisata-Air-Terjun-Tumpak-Sewu-2-H-1-M-Start-Kota-Jogja-f631ac2d-85c6-4491-9e9c-3ce9dac200f3.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Banguntapan,Paket Wisata Air Terjun Tumpak Sewu 2 H 1 M Start Kota Jogja,"Nikmati pengalaman seru dalam Paket Wisata Tumpak Sewu selama 2 hari 1 malam, yang akan membawa Anda untuk menyaksikan keindahan Air Terjun Tumpak Sewu di Lumajang, dikelilingi oleh hutan hijau yang asri. Paket ini mencakup penjemputan dari Yogyakarta, Klaten, dan Solo, serta pengantaran hingga Surabaya, Solo, Klaten, atau Yogyakarta. Rasakan keindahan alam yang memukau dan petualangan seru di salah satu objek wisata alam terbaik di Indonesia.",0.0,0 reviews,2783000,2420000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5870293592797/Sahabat-Hidup-Group-2af6dd75-5ea2-450d-aae5-0891c50f42f7.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Danurejan,Sahabat Hidup Group,"Kami adalah agen perjalanan profesional yang menawarkan berbagai layanan wisata, mulai dari tur pribadi, tur kelompok, hingga tur studi, serta penyewaan kendaraan. Dengan tim yang berpengalaman dan waktu yang fleksibel, kami siap memberikan pengalaman liburan yang menyenangkan dan tak terlupakan. Hubungi kami sekarang di 085172198886 untuk merencanakan liburan impian Anda bersama Friends of Life Group!",0.0,0 reviews,3000000,2850000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4438997446054/1-Day-Tour-Sunrise-Lava-Tour-Candi-Borobudur-Bukit-Rhema--e871cd18-81dd-4873-973c-d862780efb3c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Malioboro Street,"1 Day Tour Sunrise Lava Tour, Borobudur Temple, Bukit Rhema","Nikmati pengalaman seru dan tak terlupakan dengan Tur Sunrise Lava Tour Merapi, Candi Borobudur, dan Gereja Ayam. Dalam satu hari, Anda akan menyaksikan keindahan matahari terbit di Gunung Merapi dengan menaiki jeep, mengunjungi Candi Borobudur yang merupakan situs warisan budaya dunia, serta mengeksplorasi keunikan Bukit Rhema/Gereja Ayam. Perjalanan yang memadukan keindahan alam, sejarah, dan budaya ini pasti akan meninggalkan kenangan yang tak terlupakan.",0.0,0 reviews,1050000,825000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7034839302219/Tour-Jogja-3-Hari-2-Malam-by-Krisna-Mulya-Trans-6426d5ba-ab0d-48a7-9e9f-08e4adb08820.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Yogyakarta,Kasihan,Tour Jogja 3 Hari 2 Malam by Krisna Mulya Trans,"Nikmati pengalaman wisata Yogyakarta yang menyenangkan dengan Paket Wisata 3 Hari 2 Malam. Anda akan menginap di hotel bintang 3+ atau 4, dengan fasilitas kendaraan terbaru dan makan siang/malam di restoran favorit. Paket ini sudah mencakup akomodasi, kendaraan, dan kunjungan ke objek wisata menarik, tanpa perlu khawatir tentang perencanaan. Tersedia dua pilihan paket yang dapat disesuaikan dengan minat dan anggaran Anda. Paket ini bersifat private, hanya untuk peserta minimal 2 orang dan maksimal 4 orang, sehingga pengalaman Anda lebih personal dan nyaman.",0.0,0 reviews,2850000,2530000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9657610356336/Kebun-Binatang-Bandung-%2528Bandung-Zoo%2529-c8537f51-4eb0-4d76-ad24-65edcdd05f6d.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bandung,Dago,Kebun Binatang Bandung (Bandung Zoo),"Kunjungi Kebun Binatang Bandung, destinasi wisata ikonik di pusat Kota Bandung yang telah berdiri sejak 1933 dengan luas hampir 14 hektar. Nikmati koleksi lebih dari 700 spesies mamalia, burung, reptil, dan ikan yang menakjubkan. Saksikan pertunjukan Animal Edutainment yang mendidik dan menghibur, di mana interaksi antara hewan dan penjaga menjadi daya tarik utama. Rasakan sensasi unik menaiki unta, gajah, dan kuda yang tersedia di area khusus. Selain sebagai tempat rekreasi, Kebun Binatang Bandung juga merupakan lokasi edukasi dan riset yang memperkaya wawasan. Jangan lupa untuk mengambil foto bersama hewan-hewan di area yang telah disediakan. Jadikan hari Anda penuh petualangan di Kebun Binatang Bandung, destinasi favorit bagi warga Bandung dan Jawa Barat!",9.5,2104 reviews,50000,35000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8732827930073/Wahoo-Waterworld-e4940a25-b3cd-42b2-a694-f3488312e9be.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bandung,Padalarang,Wahoo Waterworld,"Nikmati keseruan di Wahoo Waterworld, taman air seluas 10 hektar dengan suasana tropis yang penuh dengan wahana seru! 🌴💦 Rasakan sensasi RocketBLAST, seluncuran tercepat di Asia Tenggara dengan tikungan ekstrem yang menegangkan. Tersedia berbagai wahana seru untuk segala usia, mulai dari yang santai hingga yang penuh tantangan, seperti Boomerango, Superbowl, dan Caterpillar. Setelah puas bermain, Anda bisa bersantai di Lazy River atau menikmati gelombang seru di Wave Pool yang mirip pantai 🏖️. Wahoo Waterworld adalah tempat yang sempurna untuk bersenang-senang bersama teman atau keluarga. Pesan tiket Anda sekarang dan buat momen seru yang tak terlupakan!",9.6,1876 reviews,115000,80500,4,Layanan Wisata
